0 1.27449
1 0.215445
2 0.141009
3 0.158228
4 0.163034
5 0.155867
6 0.15468
7 0.148462
8 0.141579
9 0.152966
10 0.139269
11 0.152602
12 0.15204
13 0.169051
14 0.153659
15 0.146141
16 0.140587
17 0.140921
18 0.14123
19 0.145951
20 0.151153
21 0.132229
22 0.140202
23 0.13546
24 0.13987
25 0.139402
26 0.212111
27 3.28674
28 0.489677
29 0.18267
30 0.124019
31 0.12567
32 0.126822
33 0.127003
34 0.124916
35 0.123471
36 0.120975
37 0.125494
38 0.119508
39 0.126929
40 0.119464
41 0.127824
42 0.120868
43 0.118876
44 0.123571
45 0.118061
46 0.121453
47 0.126437
48 0.132345
49 0.122745
50 0.131976
51 0.143309
52 0.126523
53 0.132715
54 0.194923
55 1.3045
