#/ Mapping list of channel to geometry  
#/ soft ware channels are asigned by anti-clockwise from surface. 
#/ designed for Feb. 25 data (1 modules). 
#/	  RCU 	 channel  x position 	 yposition  
	 2 	 256 	 5.858882 	 -39.546722 
	 2 	 257 	 4.656172 	 -39.542403 
	 2 	 258 	 3.453458 	 -39.539072 
	 2 	 259 	 2.250742 	 -39.536729 
	 2 	 260 	 1.048025 	 -39.535374 
	 2 	 261 	 -0.154693 	 -39.535007 
	 2 	 262 	 -1.357412 	 -39.535628 
	 2 	 263 	 -2.560129 	 -39.537238 
	 2 	 264 	 -12.181736 	 -39.585678 
	 2 	 265 	 -10.979055 	 -39.576165 
	 2 	 266 	 -9.776367 	 -39.567640 
	 2 	 267 	 -8.573672 	 -39.560103 
	 2 	 268 	 -7.370972 	 -39.553554 
	 2 	 269 	 -6.168267 	 -39.547993 
	 2 	 270 	 -4.965557 	 -39.543420 
	 2 	 271 	 -3.762844 	 -39.539835 
	 2 	 272 	 -11.622609 	 -34.220965 
	 2 	 273 	 -10.415522 	 -34.211913 
	 2 	 274 	 -9.208427 	 -34.203852 
	 2 	 275 	 -8.001327 	 -34.196784 
	 2 	 276 	 -6.794220 	 -34.190706 
	 2 	 277 	 -5.587110 	 -34.185621 
	 2 	 278 	 -4.379995 	 -34.181527 
	 2 	 279 	 -3.172878 	 -34.178425 
	 2 	 280 	 6.484070 	 -34.189305 
	 2 	 281 	 5.276958 	 -34.184474 
	 2 	 282 	 4.069843 	 -34.180635 
	 2 	 283 	 2.862725 	 -34.177788 
	 2 	 284 	 1.655605 	 -34.175932 
	 2 	 285 	 0.448484 	 -34.175068 
	 2 	 286 	 -0.758637 	 -34.175195 
	 2 	 287 	 -1.965758 	 -34.176314 
	 2 	 288 	 -13.774947 	 3.282042 
	 2 	 289 	 -15.012834 	 3.270218 
	 2 	 290 	 -16.250711 	 3.257376 
	 2 	 291 	 -17.488577 	 3.243518 
	 2 	 292 	 -18.726431 	 3.228643 
	 2 	 293 	 -19.964272 	 3.212751 
	 2 	 294 	 -21.202100 	 3.195842 
	 2 	 295 	 -22.439914 	 3.177917 
	 2 	 296 	 -32.341808 	 2.997907 
	 2 	 297 	 -31.104139 	 3.023967 
	 2 	 298 	 -29.866449 	 3.049010 
	 2 	 299 	 -28.628739 	 3.073037 
	 2 	 300 	 -27.391009 	 3.096046 
	 2 	 301 	 -26.153261 	 3.118039 
	 2 	 302 	 -24.915495 	 3.139015 
	 2 	 303 	 -23.677712 	 3.158974 
	 2 	 304 	 -31.835632 	 8.369880 
	 2 	 305 	 -30.593550 	 8.395522 
	 2 	 306 	 -29.351447 	 8.420144 
	 2 	 307 	 -28.109325 	 8.443746 
	 2 	 308 	 -26.867183 	 8.466327 
	 2 	 309 	 -25.625024 	 8.487888 
	 2 	 310 	 -24.382847 	 8.508428 
	 2 	 311 	 -23.140654 	 8.527948 
	 2 	 312 	 -13.202615 	 8.647370 
	 2 	 313 	 -14.444910 	 8.636014 
	 2 	 314 	 -15.687195 	 8.623638 
	 2 	 315 	 -16.929470 	 8.610240 
	 2 	 316 	 -18.171733 	 8.595823 
	 2 	 317 	 -19.413983 	 8.580385 
	 2 	 318 	 -20.656221 	 8.563926 
	 2 	 319 	 -21.898445 	 8.546447 
	 2 	 320 	 14.643297 	 35.435341 
	 2 	 321 	 13.484346 	 35.445931 
